,deaths,count,tested,percentage,deaths_per_million,count_per_million,deaths_7day,count_7day,tested_7day,percentage_7day,deaths_per_million_7day,count_per_million_7day,deaths_14day,count_14day,tested_14day,percentage_14day,deaths_per_million_14day,count_per_million_14day,population
region,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois
date,,,,,,,,,,,,,,,,,,,
2020-04-03,53.0,1209.0,4392.0,0.27527322404371585,4.2063492063492065,95.95238095238095,25.142857142857142,839.7142857142857,3786.5714285714284,0.2217611106919188,1.9954648526077097,66.64399092970521,14.785714285714286,605.8571428571429,3432.0,0.17653180153180154,1.1734693877551021,48.08390022675737,12600000.0
2020-04-04,33.0,1453.0,5533.0,0.2626061810952467,2.619047619047619,115.31746031746032,28.0,980.8571428571429,4021.714285714286,0.24389030974708725,2.2222222222222223,77.84580498866214,17.0,698.0,3521.0714285714284,0.19823511512323766,1.3492063492063493,55.3968253968254,12600000.0
2020-04-05,31.0,899.0,5402.0,0.16641984450203628,2.4603174603174605,71.34920634920636,29.857142857142858,951.4285714285714,4460.142857142857,0.21331795906601328,2.369614512471655,75.51020408163265,19.142857142857142,750.2142857142857,3766.8571428571427,0.19916186286407767,1.5192743764172334,59.5408163265306,12600000.0
2020-04-06,33.0,1006.0,3959.0,0.2541045718615812,2.619047619047619,79.84126984126983,33.57142857142857,1029.4285714285713,4642.285714285715,0.22175036927621858,2.664399092970521,81.70068027210884,21.285714285714285,800.9285714285714,3897.714285714286,0.20548673215071103,1.6893424036281177,63.56575963718821,12600000.0
2020-04-07,73.0,1287.0,5790.0,0.22227979274611398,5.7936507936507935,102.14285714285714,40.285714285714285,1079.2857142857142,4786.714285714285,0.2254752738233802,3.197278911564626,85.65759637188208,26.0,858.1428571428571,4089.0714285714284,0.20986252554719023,2.0634920634920637,68.10657596371881,12600000.0
2020-04-08,82.0,1529.0,6334.0,0.24139564256394064,6.507936507936508,121.34920634920636,45.857142857142854,1156.857142857143,4954.571428571428,0.23349287815004902,3.6394557823129245,91.8140589569161,31.642857142857142,943.7857142857143,4346.928571428572,0.2171155331350543,2.5113378684807257,74.90362811791384,12600000.0
2020-04-09,66.0,1344.0,5791.0,0.23208426869279916,5.238095238095238,106.66666666666667,53.0,1246.7142857142858,5314.428571428572,0.2345904679981721,4.2063492063492065,98.94557823129253,35.857142857142854,991.7142857142857,4587.571428571428,0.2161741350854794,2.845804988662131,78.70748299319727,12600000.0
2020-04-10,68.0,1465.0,6670.0,0.21964017991004497,5.396825396825397,116.26984126984127,55.142857142857146,1283.2857142857142,5639.857142857143,0.22753869145621722,4.376417233560091,101.84807256235827,40.142857142857146,1061.5,4713.214285714285,0.22521785254224447,3.1859410430839006,84.24603174603175,12600000.0
2020-04-11,70.0,1368.0,6124.0,0.22338340953625083,5.555555555555555,108.57142857142857,60.42857142857143,1271.142857142857,5724.285714285715,0.22206139256301471,4.795918367346939,100.8843537414966,44.214285714285715,1126.0,4873.0,0.23106915657705726,3.5090702947845807,89.36507936507937,12600000.0
2020-04-12,72.0,1270.0,5579.0,0.22763936189281234,5.714285714285714,100.7936507936508,66.28571428571429,1324.142857142857,5749.571428571428,0.23030287971774294,5.26077097505669,105.0907029478458,48.07142857142857,1137.7857142857142,5104.857142857143,0.22288296860133205,3.815192743764172,90.30045351473922,12600000.0
2020-04-13,74.0,1173.0,5033.0,0.233061792171667,5.873015873015873,93.0952380952381,72.14285714285714,1348.0,5903.0,0.2283584617990852,5.725623582766439,106.98412698412699,52.857142857142854,1188.7142857142858,5272.642857142857,0.2254494222198139,4.19501133786848,94.34240362811792,12600000.0
2020-04-14,74.0,1222.0,4848.0,0.25206270627062705,5.873015873015873,96.98412698412699,72.28571428571429,1338.7142857142858,5768.428571428572,0.23207607915005324,5.736961451247167,106.24716553287983,56.285714285714285,1209.0,5277.571428571428,0.2290826408250548,4.467120181405895,95.95238095238095,12600000.0
