,count,count,count,tested,tested,tested,7daypos100k,7daypos100k,7daypos100k,percentage,percentage,percentage,count_14day,count_14day,count_14day,tested_14day,tested_14day,tested_14day,percentage_14day,percentage_14day,percentage_14day,7daypos100k_14day,7daypos100k_14day,7daypos100k_14day,Unknown tested,Unknown tested,Unknown tested,Unknown count,Unknown count,Unknown count,Unknown percentage,Unknown percentage,Unknown percentage,<20 tested,<20 tested,<20 tested,<20 count,<20 count,<20 count,<20 percentage,<20 percentage,<20 percentage,20-29 tested,20-29 tested,20-29 tested,20-29 count,20-29 count,20-29 count,20-29 percentage,20-29 percentage,20-29 percentage,30-39 tested,30-39 tested,30-39 tested,30-39 count,30-39 count,30-39 count,30-39 percentage,30-39 percentage,30-39 percentage,40-49 tested,40-49 tested,40-49 tested,40-49 count,40-49 count,40-49 count,40-49 percentage,40-49 percentage,40-49 percentage,50-59 tested,50-59 tested,50-59 tested,50-59 count,50-59 count,50-59 count,50-59 percentage,50-59 percentage,50-59 percentage,60-69 tested,60-69 tested,60-69 tested,60-69 count,60-69 count,60-69 count,60-69 percentage,60-69 percentage,60-69 percentage,70-79 tested,70-79 tested,70-79 tested,70-79 count,70-79 count,70-79 count,70-79 percentage,70-79 percentage,70-79 percentage,80+ tested,80+ tested,80+ tested,80+ count,80+ count,80+ count,80+ percentage,80+ percentage,80+ percentage,Unknown tested_14day,Unknown tested_14day,Unknown tested_14day,Unknown count_14day,Unknown count_14day,Unknown count_14day,Unknown percentage_14day,Unknown percentage_14day,Unknown percentage_14day,<20 tested_14day,<20 tested_14day,<20 tested_14day,<20 count_14day,<20 count_14day,<20 count_14day,<20 percentage_14day,<20 percentage_14day,<20 percentage_14day,20-29 tested_14day,20-29 tested_14day,20-29 tested_14day,20-29 count_14day,20-29 count_14day,20-29 count_14day,20-29 percentage_14day,20-29 percentage_14day,20-29 percentage_14day,30-39 tested_14day,30-39 tested_14day,30-39 tested_14day,30-39 count_14day,30-39 count_14day,30-39 count_14day,30-39 percentage_14day,30-39 percentage_14day,30-39 percentage_14day,40-49 tested_14day,40-49 tested_14day,40-49 tested_14day,40-49 count_14day,40-49 count_14day,40-49 count_14day,40-49 percentage_14day,40-49 percentage_14day,40-49 percentage_14day,50-59 tested_14day,50-59 tested_14day,50-59 tested_14day,50-59 count_14day,50-59 count_14day,50-59 count_14day,50-59 percentage_14day,50-59 percentage_14day,50-59 percentage_14day,60-69 tested_14day,60-69 tested_14day,60-69 tested_14day,60-69 count_14day,60-69 count_14day,60-69 count_14day,60-69 percentage_14day,60-69 percentage_14day,60-69 percentage_14day,70-79 tested_14day,70-79 tested_14day,70-79 tested_14day,70-79 count_14day,70-79 count_14day,70-79 count_14day,70-79 percentage_14day,70-79 percentage_14day,70-79 percentage_14day,80+ tested_14day,80+ tested_14day,80+ tested_14day,80+ count_14day,80+ count_14day,80+ count_14day,80+ percentage_14day,80+ percentage_14day,80+ percentage_14day,population,population,population
2020-08-28,45.0,374.0,143.0,865.0,10295.0,4915.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,76.0,1317.0,831.0,0.0,54.0,18.0,0,0,0,165.0,1426.0,583.0,16.0,56.0,29.0,0,0,0,175.0,1454.0,741.0,12.0,54.0,25.0,0,0,0,122.0,1559.0,959.0,0.0,61.0,26.0,0,0,0,124.0,1542.0,809.0,7.0,51.0,20.0,0,0,0,92.0,1291.0,552.0,0.0,37.0,16.0,0,0,0,84.0,1016.0,329.0,0.0,30.0,9.0,0,0,0,27.0,688.0,109.0,0.0,31.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-08-29,45.0,379.5,145.0,874.0,10437.5,4969.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,77.5,1330.5,837.5,0.0,54.5,19.0,0,0,0,166.5,1448.5,592.0,16.0,58.0,29.0,0,0,0,178.0,1479.0,747.5,12.0,55.0,25.0,0,0,0,123.5,1580.0,971.0,0.0,62.0,27.0,0,0,0,124.5,1566.0,819.5,7.0,51.0,20.0,0,0,0,92.0,1310.5,555.5,0.0,38.0,16.0,0,0,0,85.0,1028.5,334.5,0.0,30.0,9.0,0,0,0,27.0,692.5,109.5,0.0,31.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-08-30,45.0,385.0,147.0,883.0,10580.0,5023.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,79.0,1344.0,844.0,0.0,55.0,20.0,0,0,0,168.0,1471.0,601.0,16.0,60.0,29.0,0,0,0,181.0,1504.0,754.0,12.0,56.0,25.0,0,0,0,125.0,1601.0,983.0,0.0,63.0,28.0,0,0,0,125.0,1590.0,830.0,7.0,51.0,20.0,0,0,0,92.0,1330.0,559.0,0.0,39.0,16.0,0,0,0,86.0,1041.0,340.0,0.0,30.0,9.0,0,0,0,27.0,697.0,110.0,0.0,31.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-08-31,45.0,387.0,148.0,887.0,10675.0,5083.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,79.0,1360.0,854.0,0.0,55.0,20.0,0,0,0,169.0,1479.0,604.0,16.0,60.0,29.0,0,0,0,182.0,1517.0,764.0,12.0,56.0,25.0,0,0,0,126.0,1616.0,997.0,0.0,64.0,28.0,0,0,0,125.0,1610.0,843.0,7.0,51.0,20.0,0,0,0,92.0,1343.0,567.0,0.0,40.0,17.0,0,0,0,87.0,1047.0,341.0,0.0,30.0,9.0,0,0,0,27.0,701.0,111.0,0.0,31.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-09-01,46.0,389.0,150.0,891.0,10725.0,5116.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,79.0,1369.0,857.0,0.0,55.0,21.0,0,0,0,170.0,1484.0,610.0,17.0,62.0,29.0,0,0,0,184.0,1525.0,771.0,12.0,56.0,25.0,0,0,0,124.0,1623.0,1000.0,0.0,64.0,28.0,0,0,0,128.0,1617.0,850.0,7.0,51.0,21.0,0,0,0,92.0,1351.0,569.0,0.0,40.0,17.0,0,0,0,87.0,1051.0,344.0,0.0,30.0,9.0,0,0,0,27.0,703.0,113.0,0.0,31.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-09-02,46.0,388.0,155.0,898.0,10832.0,5183.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,79.0,1375.0,866.0,0.0,55.0,22.0,0,0,0,173.0,1509.0,619.0,17.0,60.0,31.0,0,0,0,186.0,1544.0,780.0,12.0,56.0,25.0,0,0,0,124.0,1637.0,1014.0,0.0,64.0,28.0,0,0,0,128.0,1633.0,864.0,7.0,52.0,23.0,0,0,0,92.0,1363.0,572.0,0.0,40.0,17.0,0,0,0,87.0,1059.0,352.0,0.0,30.0,9.0,0,0,0,29.0,710.0,114.0,0.0,31.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-09-03,47.0,391.0,156.0,904.0,10892.0,5226.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,79.0,1380.0,873.0,0.0,56.0,22.0,0,0,0,176.0,1519.0,623.0,17.0,61.0,31.0,0,0,0,186.0,1554.0,787.0,12.0,57.0,25.0,0,0,0,124.0,1643.0,1019.0,0.0,64.0,28.0,0,0,0,129.0,1648.0,874.0,8.0,52.0,24.0,0,0,0,93.0,1369.0,581.0,0.0,40.0,17.0,0,0,0,88.0,1066.0,353.0,0.0,30.0,9.0,0,0,0,29.0,711.0,114.0,0.0,31.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-09-04,47.0,394.0,156.0,928.0,11235.0,5326.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,79.0,1407.0,885.0,0.0,57.0,22.0,0,0,0,181.0,1548.0,647.0,17.0,61.0,31.0,0,0,0,192.0,1601.0,801.0,12.0,57.0,25.0,0,0,0,128.0,1701.0,1033.0,0.0,64.0,28.0,0,0,0,134.0,1701.0,894.0,8.0,53.0,24.0,0,0,0,96.0,1442.0,591.0,0.0,41.0,17.0,0,0,0,89.0,1106.0,357.0,0.0,30.0,9.0,0,0,0,29.0,727.0,116.0,0.0,31.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-09-05,47.5,397.0,158.5,940.5,11422.0,5407.5,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,81.5,1430.5,902.5,0.0,59.0,23.5,0,0,0,184.5,1573.5,657.0,17.0,61.0,31.0,0,0,0,194.0,1631.5,810.0,12.0,56.5,25.5,0,0,0,128.5,1730.0,1051.5,0.0,65.0,28.0,0,0,0,136.0,1730.0,905.5,7.5,53.5,24.5,0,0,0,97.0,1466.0,600.0,0.0,41.0,17.0,0,0,0,89.5,1121.0,362.0,0.0,30.0,9.0,0,0,0,29.5,737.5,117.0,0.0,31.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-09-06,48.0,400.0,161.0,953.0,11609.0,5489.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,84.0,1454.0,920.0,0.0,61.0,25.0,0,0,0,188.0,1599.0,667.0,17.0,61.0,31.0,0,0,0,196.0,1662.0,819.0,12.0,56.0,26.0,0,0,0,129.0,1759.0,1070.0,0.0,66.0,28.0,0,0,0,138.0,1759.0,917.0,7.0,54.0,25.0,0,0,0,98.0,1490.0,609.0,0.0,41.0,17.0,0,0,0,90.0,1136.0,367.0,0.0,30.0,9.0,0,0,0,30.0,748.0,118.0,0.0,31.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-09-07,48.0,405.0,164.0,956.0,11685.0,5528.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,84.0,1470.0,927.0,0.0,65.0,28.0,0,0,0,188.0,1610.0,669.0,17.0,62.0,31.0,0,0,0,197.0,1674.0,830.0,12.0,56.0,26.0,0,0,0,129.0,1766.0,1082.0,0.0,66.0,28.0,0,0,0,139.0,1771.0,920.0,7.0,54.0,25.0,0,0,0,99.0,1499.0,612.0,0.0,41.0,17.0,0,0,0,90.0,1144.0,368.0,0.0,30.0,9.0,0,0,0,30.0,749.0,118.0,0.0,31.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-09-08,49.0,407.0,164.0,971.0,11859.0,5569.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,85.0,1498.0,938.0,0.0,66.0,28.0,0,0,0,194.0,1632.0,673.0,18.0,62.0,31.0,0,0,0,200.0,1692.0,837.0,12.0,56.0,26.0,0,0,0,130.0,1786.0,1089.0,0.0,66.0,28.0,0,0,0,140.0,1811.0,926.0,7.0,54.0,25.0,0,0,0,100.0,1526.0,616.0,0.0,41.0,17.0,0,0,0,92.0,1159.0,370.0,0.0,31.0,9.0,0,0,0,30.0,753.0,118.0,0.0,31.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-09-09,52.0,407.0,165.0,978.0,11924.0,5604.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,85.0,1513.0,947.0,0.0,66.0,29.0,0,0,0,196.0,1635.0,678.0,18.0,62.0,31.0,0,0,0,202.0,1702.0,846.0,13.0,56.0,26.0,0,0,0,130.0,1791.0,1091.0,0.0,66.0,28.0,0,0,0,141.0,1823.0,929.0,7.0,54.0,25.0,0,0,0,101.0,1537.0,620.0,0.0,41.0,17.0,0,0,0,93.0,1163.0,372.0,0.0,31.0,9.0,0,0,0,30.0,758.0,119.0,0.0,31.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-09-10,53.0,412.0,166.0,985.0,12009.0,5645.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,85.0,1526.0,954.0,0.0,68.0,29.0,0,0,0,198.0,1651.0,684.0,19.0,62.0,31.0,0,0,0,203.0,1710.0,853.0,13.0,58.0,27.0,0,0,0,130.0,1803.0,1104.0,0.0,66.0,28.0,0,0,0,141.0,1840.0,935.0,7.0,54.0,25.0,0,0,0,102.0,1549.0,622.0,0.0,42.0,17.0,0,0,0,96.0,1169.0,372.0,0.0,31.0,9.0,0,0,0,30.0,759.0,119.0,0.0,31.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-09-11,53.0,414.0,170.0,993.0,12125.0,5720.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,87.0,1545.0,973.0,0.0,69.0,31.0,0,0,0,199.0,1666.0,696.0,19.0,63.0,32.0,0,0,0,205.0,1734.0,860.0,13.0,58.0,28.0,0,0,0,131.0,1813.0,1117.0,0.0,66.0,28.0,0,0,0,143.0,1860.0,946.0,7.0,54.0,25.0,0,0,0,102.0,1565.0,623.0,0.0,42.0,17.0,0,0,0,96.0,1177.0,383.0,0.0,31.0,9.0,0,0,0,30.0,763.0,120.0,0.0,31.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-09-12,55.0,422.0,173.0,1002.0,12236.0,5774.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,88.0,1569.0,982.0,6.0,69.0,31.0,0,0,0,199.0,1683.0,707.0,19.0,66.0,33.0,0,0,0,207.0,1748.0,870.0,14.0,58.0,28.0,0,0,0,133.0,1828.0,1121.0,0.0,68.0,28.0,0,0,0,147.0,1880.0,955.0,7.0,55.0,27.0,0,0,0,102.0,1574.0,632.0,0.0,44.0,17.0,0,0,0,96.0,1182.0,385.0,0.0,31.0,9.0,0,0,0,30.0,770.0,120.0,0.0,31.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-09-13,55.0,423.5,174.5,1013.5,12348.0,5824.5,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,89.5,1584.5,989.0,6.0,69.0,30.5,0,0,0,202.0,1703.0,712.5,19.0,65.5,33.0,0,0,0,209.5,1772.0,879.5,14.0,58.0,28.0,0,0,0,135.0,1841.0,1130.5,0.0,68.5,29.0,0,0,0,148.0,1896.5,961.5,7.0,55.5,27.5,0,0,0,103.5,1585.5,641.0,0.0,45.0,17.5,0,0,0,96.0,1190.5,387.0,0.0,31.0,9.0,0,0,0,30.0,773.0,121.5,0.0,31.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-09-14,55.0,425.0,176.0,1025.0,12460.0,5875.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,91.0,1600.0,996.0,6.0,69.0,30.0,0,0,0,205.0,1723.0,718.0,19.0,65.0,33.0,0,0,0,212.0,1796.0,889.0,14.0,58.0,28.0,0,0,0,137.0,1854.0,1140.0,0.0,69.0,30.0,0,0,0,149.0,1913.0,968.0,7.0,56.0,28.0,0,0,0,105.0,1597.0,650.0,0.0,46.0,18.0,0,0,0,96.0,1199.0,389.0,0.0,31.0,9.0,0,0,0,30.0,776.0,123.0,0.0,31.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-09-15,55.0,427.0,176.0,1028.0,12527.0,5908.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,91.0,1642.0,1010.0,6.0,69.0,30.0,0,0,0,213.0,1740.0,724.0,19.0,65.0,33.0,0,0,0,212.0,1812.0,897.0,14.0,58.0,28.0,0,0,0,136.0,1860.0,1148.0,0.0,70.0,30.0,0,0,0,149.0,1928.0,965.0,7.0,57.0,27.0,0,0,0,101.0,1582.0,654.0,0.0,46.0,19.0,0,0,0,98.0,1194.0,387.0,0.0,31.0,9.0,0,0,0,28.0,767.0,121.0,0.0,31.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-09-16,55.0,430.0,176.0,1035.0,12629.0,5966.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,91.0,1662.0,1017.0,6.0,70.0,30.0,0,0,0,217.0,1751.0,733.0,19.0,65.0,33.0,0,0,0,213.0,1823.0,906.0,14.0,58.0,28.0,0,0,0,136.0,1874.0,1161.0,0.0,70.0,30.0,0,0,0,150.0,1947.0,972.0,7.0,59.0,27.0,0,0,0,102.0,1597.0,664.0,0.0,46.0,19.0,0,0,0,98.0,1201.0,388.0,0.0,31.0,9.0,0,0,0,28.0,772.0,123.0,0.0,31.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-09-17,55.0,431.0,182.0,1041.0,12739.0,6018.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,91.0,1674.0,1029.0,6.0,71.0,31.0,0,0,0,220.0,1766.0,741.0,19.0,65.0,35.0,0,0,0,213.0,1837.0,914.0,14.0,59.0,29.0,0,0,0,136.0,1886.0,1169.0,0.0,70.0,30.0,0,0,0,151.0,1965.0,979.0,7.0,58.0,28.0,0,0,0,103.0,1618.0,665.0,0.0,46.0,19.0,0,0,0,99.0,1213.0,395.0,0.0,31.0,10.0,0,0,0,28.0,778.0,124.0,0.0,31.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-09-18,54.0,437.0,184.0,1061.0,12856.0,6077.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,92.0,1691.0,1036.0,6.0,71.0,31.0,0,0,0,228.0,1783.0,749.0,19.0,68.0,36.0,0,0,0,215.0,1860.0,922.0,13.0,61.0,30.0,0,0,0,138.0,1914.0,1182.0,0.0,71.0,30.0,0,0,0,153.0,1977.0,989.0,7.0,58.0,28.0,0,0,0,107.0,1628.0,669.0,0.0,46.0,19.0,0,0,0,100.0,1220.0,403.0,0.0,31.0,10.0,0,0,0,28.0,781.0,125.0,0.0,31.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-09-19,54.0,439.0,185.0,1077.0,12994.0,6131.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,93.0,1706.0,1042.0,6.0,71.0,32.0,0,0,0,231.0,1804.0,758.0,19.0,68.0,36.0,0,0,0,219.0,1889.0,932.0,13.0,62.0,30.0,0,0,0,142.0,1932.0,1191.0,0.0,71.0,30.0,0,0,0,155.0,2000.0,997.0,7.0,58.0,28.0,0,0,0,107.0,1649.0,672.0,0.0,47.0,19.0,0,0,0,102.0,1230.0,410.0,0.0,31.0,10.0,0,0,0,28.0,782.0,127.0,0.0,31.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-09-20,54.0,439.0,185.0,1089.0,13088.0,6179.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,95.0,1723.0,1050.0,6.0,71.0,32.0,0,0,0,233.0,1820.0,764.0,19.0,67.0,36.0,0,0,0,223.0,1900.0,942.0,13.0,63.0,30.0,0,0,0,143.0,1946.0,1197.0,0.0,71.0,30.0,0,0,0,155.0,2012.0,1006.0,7.0,58.0,28.0,0,0,0,108.0,1661.0,678.0,0.0,47.0,19.0,0,0,0,104.0,1239.0,413.0,0.0,31.0,10.0,0,0,0,28.0,785.0,127.0,0.0,31.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-09-21,54.0,439.0,185.0,1092.0,13157.0,6208.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,95.0,1731.0,1055.0,6.0,71.0,32.0,0,0,0,234.0,1825.0,767.0,19.0,67.0,36.0,0,0,0,224.0,1911.0,944.0,13.0,63.0,30.0,0,0,0,144.0,1957.0,1202.0,0.0,71.0,30.0,0,0,0,155.0,2022.0,1012.0,7.0,58.0,28.0,0,0,0,108.0,1671.0,684.0,0.0,47.0,19.0,0,0,0,104.0,1248.0,415.0,0.0,31.0,10.0,0,0,0,28.0,790.0,127.0,0.0,31.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-09-22,54.0,443.0,185.0,1093.0,13218.0,6237.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,95.0,1735.0,1060.0,6.0,71.0,32.0,0,0,0,234.0,1839.0,768.0,19.0,68.0,36.0,0,0,0,224.0,1923.0,950.0,13.0,65.0,30.0,0,0,0,144.0,1962.0,1207.0,0.0,72.0,30.0,0,0,0,155.0,2033.0,1017.0,7.0,58.0,28.0,0,0,0,108.0,1680.0,688.0,0.0,47.0,19.0,0,0,0,105.0,1252.0,418.0,0.0,31.0,10.0,0,0,0,28.0,792.0,127.0,0.0,31.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
2020-09-23,54.0,446.0,186.0,1107.0,13294.0,6294.0,,,,0,0,0,,,,,,,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,97.0,1747.0,1070.0,6.0,72.0,32.0,0,0,0,240.0,1853.0,775.0,19.0,69.0,37.0,0,0,0,228.0,1933.0,954.0,13.0,66.0,30.0,0,0,0,144.0,1971.0,1218.0,0.0,72.0,30.0,0,0,0,155.0,2044.0,1029.0,7.0,58.0,28.0,0,0,0,108.0,1687.0,697.0,0.0,47.0,19.0,0,0,0,105.0,1262.0,421.0,0.0,31.0,10.0,0,0,0,30.0,794.0,128.0,0.0,31.0,0.0,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,2536.0,32048.0,17641.0
