,count,count,count,tested,tested,tested,7daypos100k,7daypos100k,7daypos100k,percentage,percentage,percentage,count_14day,count_14day,count_14day,tested_14day,tested_14day,tested_14day,percentage_14day,percentage_14day,percentage_14day,7daypos100k_14day,7daypos100k_14day,7daypos100k_14day,population,population,population
zip,60301,60302,60304,60301,60302,60304,60301,60302,60304,60301,60302,60304,60301,60302,60304,60301,60302,60304,60301,60302,60304,60301,60302,60304,60301,60302,60304
date,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,0.0,2.0,0.0,8.0,59.0,36.0,78.86435331230284,12.481278082875686,22.674451561702853,0.0,0.03389830508474576,0.0,0.14285714285714285,1.0714285714285714,0.42857142857142855,5.428571428571429,54.857142857142854,23.428571428571427,0.02631578947368421,0.01953125,0.018292682926829267,50.69851284362325,19.167677055844802,17.410739592021834,2536.0,32048.0,17641.0
2020-06-19,0.0,1.0,1.0,4.0,65.0,15.0,78.86435331230284,15.601597603594609,28.343064452128566,0.0,0.015384615384615385,0.06666666666666667,0.14285714285714285,0.9285714285714286,0.5,5.5,55.57142857142857,23.428571428571427,0.025974025974025972,0.016709511568123395,0.021341463414634148,47.8819287967553,19.167677055844802,18.22054143351122,2536.0,32048.0,17641.0
2020-06-20,1.0,-1.0,0.0,3.0,89.0,25.0,118.29652996845427,12.481278082875686,11.337225780851426,0.3333333333333333,-0.011235955056179775,0.0,0.21428571428571427,0.7857142857142857,0.42857142857142855,5.571428571428571,57.214285714285715,23.5,0.038461538461538464,0.013732833957553058,0.0182370820668693,50.698512843623256,18.944797090079167,19.030343275000607,2536.0,32048.0,17641.0
2020-06-21,0.0,1.0,0.0,5.0,85.0,46.0,118.29652996845427,15.601597603594609,5.668612890425713,0.0,0.011764705882352941,0.0,0.21428571428571427,0.6428571428571429,0.5,5.714285714285714,58.285714285714285,25.285714285714285,0.0375,0.011029411764705883,0.01977401129943503,53.51509689049122,18.276157192782254,19.030343275000607,2536.0,32048.0,17641.0
2020-06-22,0.0,2.0,0.0,7.0,39.0,24.0,39.43217665615142,24.962556165751373,0.0,0.0,0.05128205128205128,0.0,0.21428571428571427,0.7857142857142857,0.5,6.0,58.07142857142857,25.5,0.03571428571428571,0.013530135301353014,0.0196078431372549,50.69851284362325,18.276157192782257,18.625442354255913,2536.0,32048.0,17641.0
2020-06-23,0.0,0.0,0.0,6.0,41.0,13.0,39.43217665615142,21.84223664503245,5.668612890425713,0.0,0.0,0.0,0.21428571428571427,0.6428571428571429,0.42857142857142855,6.071428571428571,57.642857142857146,24.714285714285715,0.03529411764705882,0.011152416356877323,0.017341040462427744,50.69851284362325,18.05327722701662,18.220541433511222,2536.0,32048.0,17641.0
2020-06-24,0.0,0.0,1.0,12.0,65.0,28.0,39.43217665615142,15.601597603594609,11.337225780851426,0.0,0.0,0.03571428571428571,0.21428571428571427,0.6428571428571429,0.42857142857142855,6.5,59.214285714285715,25.428571428571427,0.03296703296703297,0.010856453558504222,0.016853932584269662,53.515096890491215,17.16175736395407,18.220541433511222,2536.0,32048.0,17641.0
2020-06-25,0.0,1.0,0.0,7.0,89.0,38.0,39.43217665615142,12.481278082875686,11.337225780851426,0.0,0.011235955056179775,0.0,0.21428571428571427,0.5714285714285714,0.42857142857142855,6.857142857142857,62.5,26.928571428571427,0.03125,0.009142857142857142,0.015915119363395226,56.331680937359174,15.601597603594607,18.220541433511222,2536.0,32048.0,17641.0
2020-06-26,1.0,1.0,1.0,6.0,79.0,32.0,78.86435331230284,12.481278082875686,11.337225780851426,0.16666666666666666,0.012658227848101266,0.03125,0.2857142857142857,0.6428571428571429,0.5,7.0,63.357142857142854,26.857142857142858,0.04081632653061224,0.010146561443066518,0.018617021276595744,61.964849031095085,14.710077740532059,18.220541433511222,2536.0,32048.0,17641.0
2020-06-27,0.0,2.0,1.0,5.0,89.0,46.0,39.43217665615142,21.84223664503245,17.00583867127714,0.0,0.02247191011235955,0.021739130434782608,0.2857142857142857,0.7857142857142857,0.35714285714285715,7.0,64.35714285714286,28.428571428571427,0.04081632653061224,0.012208657047724749,0.01256281407035176,64.78143307796304,14.71007774053206,17.815640512766528,2536.0,32048.0,17641.0
