,beds,beds,beds,beds,beds,beds,beds,beds,beds,beds,beds,icu,icu,icu,icu,icu,icu,icu,icu,icu,icu,icu,cliAdmissions,cliAdmissions,cliAdmissions,cliAdmissions,cliAdmissions,cliAdmissions,cliAdmissions,cliAdmissions,cliAdmissions,cliAdmissions,cliAdmissions,testPositivity,testPositivity,testPositivity,testPositivity,testPositivity,testPositivity,testPositivity,testPositivity,testPositivity,testPositivity,testPositivity,positiveTests,positiveTests,positiveTests,positiveTests,positiveTests,positiveTests,positiveTests,positiveTests,positiveTests,positiveTests,positiveTests,totalTests,totalTests,totalTests,totalTests,totalTests,totalTests,totalTests,totalTests,totalTests,totalTests,totalTests
region,Chicago,East-Central,Metro East,North,North Suburban,North-Central,South Suburban,Southern,Suburban Cook,West Suburban,West-Central,Chicago,East-Central,Metro East,North,North Suburban,North-Central,South Suburban,Southern,Suburban Cook,West Suburban,West-Central,Chicago,East-Central,Metro East,North,North Suburban,North-Central,South Suburban,Southern,Suburban Cook,West Suburban,West-Central,Chicago,East-Central,Metro East,North,North Suburban,North-Central,South Suburban,Southern,Suburban Cook,West Suburban,West-Central,Chicago,East-Central,Metro East,North,North Suburban,North-Central,South Suburban,Southern,Suburban Cook,West Suburban,West-Central,Chicago,East-Central,Metro East,North,North Suburban,North-Central,South Suburban,Southern,Suburban Cook,West Suburban,West-Central
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-22,0.299168152,0.397564688,0.366731141,0.42670895,0.397260274,0.39000352,0.324390244,0.508213552,0.284114583,0.338055264,0.394659624,0.406525573,0.462546816,0.465648855,0.540029112,0.548302872,0.479277365,0.379310345,0.525252525,0.392368312,0.481051817,0.404347826,32.0,5.0,7.0,5.0,7.0,8.0,9.0,2.0,25.0,14.0,4.0,4.0,2.7,7.1,4.3,4.3,3.9,5.7,5.2,5.2,4.3,3.7,401.0,88.0,148.0,71.0,136.0,132.0,138.0,52.0,368.0,145.0,82.0,8234.0,3396.0,2039.0,1389.0,2756.0,3271.0,2105.0,910.0,7035.0,3085.0,2443.0
2020-07-23,0.282192188,0.368645358,0.329853055,0.415785765,0.37007874,0.37185133,0.301626016,0.495135689,0.271132239,0.319342427,0.387276459,0.385588235,0.456928839,0.458015267,0.532751092,0.534120735,0.478723404,0.350574713,0.505050505,0.379899917,0.467130704,0.44,32.0,6.0,6.0,5.0,7.0,8.0,10.0,2.0,24.0,14.0,4.0,4.2,2.8,6.9,4.7,4.5,4.0,5.6,5.9,5.3,4.3,3.8,451.0,83.0,120.0,102.0,128.0,172.0,93.0,89.0,429.0,158.0,96.0,10554.0,3204.0,1887.0,1711.0,2793.0,3819.0,1623.0,1423.0,7962.0,4013.0,2260.0
2020-07-24,0.279031779,0.365905632,0.319830247,0.421775899,0.36949548,0.372531735,0.285772358,0.498470948,0.265230504,0.321441063,0.394844757,0.387019231,0.415730337,0.435114504,0.516739447,0.539370079,0.469148936,0.327586207,0.535353535,0.368530885,0.459396752,0.462222222,29.0,6.0,7.0,5.0,7.0,9.0,11.0,2.0,25.0,14.0,4.0,4.3,2.8,7.3,4.9,4.7,4.1,5.7,6.0,5.4,4.5,4.1,392.0,95.0,180.0,46.0,141.0,195.0,87.0,61.0,409.0,208.0,82.0,7723.0,3197.0,1865.0,1053.0,2463.0,3713.0,1439.0,1279.0,6809.0,4054.0,1580.0
2020-07-25,0.293143154,0.385388128,0.329812207,0.459830867,0.379410907,0.40638786,0.295528455,0.510152284,0.272079038,0.336656173,0.383421207,0.399570025,0.4082397,0.462566845,0.519650655,0.543307087,0.47183847,0.323754789,0.545454545,0.350041771,0.459396752,0.475555556,30.0,6.0,7.0,4.0,7.0,9.0,9.0,3.0,27.0,14.0,4.0,4.5,2.9,7.8,5.2,5.1,4.2,5.8,6.5,5.4,4.5,3.9,560.0,104.0,150.0,85.0,175.0,151.0,128.0,115.0,390.0,187.0,64.0,10787.0,2694.0,1901.0,1322.0,2737.0,3433.0,2157.0,1443.0,6931.0,3847.0,2009.0
2020-07-26,0.311849539,0.408523592,0.334393638,0.483086681,0.41061534,0.432022571,0.31097561,0.519064565,0.282302405,0.364637985,0.404866608,0.416823603,0.43071161,0.433802817,0.537117904,0.545931759,0.48089172,0.35440613,0.552188552,0.342105263,0.466357309,0.464444444,30.0,7.0,6.0,4.0,6.0,9.0,10.0,3.0,25.0,14.0,4.0,4.7,3.0,7.6,5.1,5.2,4.3,6.1,6.1,5.5,4.5,4.1,339.0,100.0,177.0,37.0,101.0,123.0,92.0,37.0,299.0,149.0,71.0,6757.0,2346.0,2365.0,1055.0,1947.0,2917.0,1237.0,613.0,4921.0,3053.0,1525.0
2020-07-27,0.320166629,0.410350076,0.326457755,0.490133897,0.428113153,0.453039648,0.320731707,0.526208651,0.291494845,0.391920252,0.416007036,0.428123038,0.426966292,0.414084507,0.576419214,0.540682415,0.494692144,0.379310345,0.555555556,0.350041771,0.49187935,0.506666667,30.0,7.0,6.0,4.0,6.0,9.0,10.0,2.0,24.0,15.0,4.0,4.8,3.1,7.7,5.0,5.2,4.4,6.2,6.3,5.6,4.5,4.1,290.0,100.0,116.0,35.0,91.0,99.0,76.0,24.0,257.0,109.0,73.0,6396.0,2849.0,1337.0,1019.0,1645.0,2301.0,1250.0,316.0,4562.0,2926.0,1496.0
2020-07-28,0.311537603,0.395738204,0.323137255,0.462297393,0.417322835,0.43546399,0.28495935,0.521672616,0.287113402,0.376880028,0.420328061,0.430503145,0.415730337,0.390374332,0.544395924,0.522309711,0.491043203,0.373563218,0.552188552,0.357560568,0.500386698,0.52,29.0,6.0,6.0,4.0,7.0,9.0,9.0,3.0,23.0,15.0,5.0,4.8,3.1,7.7,5.0,5.3,4.4,6.3,6.5,5.7,4.7,4.3,295.0,77.0,105.0,107.0,81.0,147.0,115.0,48.0,312.0,196.0,94.0,6603.0,3049.0,1545.0,2082.0,1749.0,3851.0,1826.0,609.0,5318.0,3496.0,1894.0
2020-07-29,0.294428327,0.36651446,0.338137904,0.448555321,0.38291047,0.418559606,0.266666667,0.500760264,0.27895189,0.349073102,0.40070196,0.426591052,0.395131086,0.410852713,0.524017467,0.518372703,0.485355649,0.340996169,0.569023569,0.357142857,0.49187935,0.546666667,28.0,6.0,6.0,4.0,6.0,9.0,9.0,3.0,26.0,15.0,5.0,4.7,3.2,7.7,4.7,5.3,4.6,6.0,6.5,5.6,4.7,4.5,372.0,111.0,155.0,41.0,110.0,210.0,92.0,53.0,367.0,165.0,128.0,8906.0,3617.0,2209.0,1371.0,2181.0,4030.0,1818.0,851.0,7153.0,3704.0,2764.0
2020-07-30,0.286543182,0.367427702,0.341549296,0.43447545,0.358413532,0.393203029,0.247154472,0.480080686,0.266323024,0.323889472,0.394329144,0.404671717,0.438202247,0.428940568,0.481804949,0.510498688,0.491173416,0.310344828,0.575757576,0.338345865,0.475638051,0.506666667,28.0,5.0,7.0,5.0,6.0,9.0,10.0,3.0,26.0,13.0,5.0,4.8,3.2,7.7,4.4,5.5,4.8,6.2,6.8,5.7,4.8,4.6,523.0,82.0,172.0,68.0,159.0,291.0,159.0,73.0,495.0,224.0,111.0,10574.0,3269.0,2553.0,1719.0,2884.0,4932.0,2415.0,905.0,8518.0,4867.0,2401.0
2020-07-31,0.2757569,0.36042618,0.344800625,0.442634561,0.350247886,0.401126959,0.260162602,0.470175439,0.265815189,0.326512767,0.391469471,0.39520202,0.479400749,0.485788114,0.480349345,0.514435696,0.485005171,0.300766284,0.575757576,0.332080201,0.461716937,0.488888889,30.0,5.0,8.0,6.0,6.0,10.0,10.0,3.0,26.0,13.0,5.0,4.8,3.1,7.3,4.4,5.3,4.8,6.2,7.4,5.8,4.7,4.7,490.0,120.0,109.0,46.0,116.0,181.0,101.0,81.0,429.0,157.0,137.0,9384.0,4395.0,1541.0,908.0,2722.0,3357.0,1606.0,1104.0,6293.0,3240.0,2432.0
2020-08-01,0.276723946,0.391780822,0.338345865,0.460773873,0.367745698,0.421200916,0.288617886,0.492175669,0.284118254,0.339104582,0.416252558,0.39614899,0.486891386,0.479892761,0.477438137,0.509186352,0.481977343,0.298850575,0.552188552,0.332632464,0.460943542,0.471111111,29.0,5.0,8.0,5.0,7.0,11.0,10.0,3.0,27.0,13.0,5.0,4.9,3.1,7.2,4.3,5.0,5.0,6.4,7.3,5.8,4.7,5.2,529.0,101.0,157.0,72.0,134.0,183.0,126.0,90.0,359.0,227.0,124.0,9141.0,2528.0,2147.0,1318.0,2756.0,3295.0,1830.0,1176.0,6442.0,4673.0,1817.0
2020-08-02,0.290857695,0.409436834,0.339192968,0.497692581,0.398075241,0.454833597,0.327642276,0.521672616,0.313113907,0.36586219,0.436969874,0.416982323,0.498127341,0.509859155,0.5356623,0.534120735,0.482051282,0.314176245,0.550675676,0.357324301,0.473317865,0.475555556,28.0,5.0,9.0,5.0,8.0,12.0,10.0,3.0,28.0,14.0,5.0,4.9,3.0,7.1,4.4,5.0,5.2,6.3,7.2,5.7,4.6,5.2,359.0,80.0,97.0,34.0,123.0,201.0,69.0,36.0,226.0,111.0,73.0,6867.0,2478.0,1528.0,781.0,2293.0,3246.0,1063.0,653.0,4416.0,2938.0,1365.0
2020-08-03,0.312727814,0.43348554,0.324432045,0.514731984,0.425780111,0.456066209,0.356097561,0.544329897,0.334372294,0.384749913,0.437847324,0.425960933,0.52247191,0.509859155,0.593886463,0.539370079,0.489230769,0.318007663,0.589830508,0.37084399,0.495746326,0.477777778,28.0,5.0,9.0,5.0,8.0,12.0,10.0,4.0,29.0,15.0,5.0,4.9,2.8,6.9,4.5,4.9,5.1,6.2,6.8,5.7,4.6,5.1,418.0,76.0,102.0,58.0,144.0,134.0,112.0,31.0,389.0,209.0,83.0,9924.0,3532.0,1413.0,1290.0,3138.0,3577.0,1858.0,795.0,7245.0,5229.0,2068.0
2020-08-04,0.311240051,0.411388551,0.30984819,0.496803977,0.418197725,0.443564008,0.345121951,0.536749482,0.325974026,0.38440014,0.411575563,0.426100629,0.539325843,0.504,0.62154294,0.556430446,0.483076923,0.335249042,0.619047619,0.36402387,0.498066512,0.466666667,28.0,6.0,8.0,5.0,9.0,12.0,11.0,3.0,30.0,14.0,5.0,4.9,2.9,6.8,4.4,5.1,5.3,5.9,6.5,5.7,4.5,5.1,366.0,64.0,99.0,80.0,186.0,229.0,113.0,44.0,439.0,195.0,101.0,8091.0,2191.0,1669.0,1580.0,3058.0,4313.0,2408.0,837.0,7334.0,4178.0,1927.0
2020-08-05,0.293833222,0.383795309,0.309258548,0.442628774,0.406532517,0.424546575,0.341056911,0.514507772,0.303290043,0.354669465,0.393806602,0.423101067,0.537453184,0.44783715,0.573508006,0.541994751,0.447179487,0.33908046,0.649659864,0.3456948,0.481051817,0.464444444,30.0,6.0,8.0,5.0,8.0,12.0,10.0,3.0,29.0,14.0,4.0,5.0,3.0,7.1,4.7,5.2,5.4,6.2,6.8,5.8,4.4,5.3,378.0,119.0,199.0,64.0,146.0,264.0,122.0,100.0,380.0,166.0,153.0,6758.0,3359.0,2403.0,1474.0,2665.0,4998.0,1747.0,1256.0,6838.0,4102.0,2817.0
2020-08-06,0.272335044,0.367266077,0.314814815,0.401208244,0.391076115,0.41958781,0.340650407,0.495075168,0.287272727,0.33823015,0.390529085,0.409290647,0.479400749,0.445292621,0.525473071,0.541994751,0.426078029,0.360153257,0.642857143,0.338448423,0.469450889,0.468888889,29.0,8.0,7.0,4.0,8.0,13.0,11.0,3.0,29.0,16.0,4.0,5.1,3.2,7.3,4.8,5.3,5.2,6.3,6.9,5.9,4.4,5.4,509.0,115.0,146.0,63.0,187.0,224.0,179.0,80.0,556.0,241.0,185.0,9922.0,2764.0,1821.0,1369.0,3059.0,4624.0,2501.0,904.0,8520.0,5357.0,3483.0
2020-08-07,0.272706985,0.373589509,0.319288751,0.405117271,0.401283173,0.419235512,0.349186992,0.505961638,0.278259362,0.330884925,0.395729746,0.402699309,0.468164794,0.463104326,0.50363901,0.543307087,0.437371663,0.350574713,0.623728814,0.340298507,0.47099768,0.488888889,27.0,8.0,7.0,3.0,8.0,12.0,13.0,3.0,30.0,16.0,4.0,5.1,3.0,7.3,4.7,5.5,5.3,6.6,7.1,5.8,4.6,5.4,532.0,147.0,148.0,51.0,174.0,309.0,154.0,74.0,509.0,271.0,131.0,10049.0,6305.0,1940.0,1258.0,2998.0,4845.0,1950.0,785.0,8387.0,4385.0,2405.0
2020-08-08,0.280368965,0.385413488,0.312722949,0.439232409,0.414698163,0.418883213,0.353252033,0.527705852,0.297035799,0.338929696,0.388090349,0.398305085,0.43258427,0.485333333,0.5356623,0.552493438,0.465092402,0.33908046,0.584459459,0.350431034,0.471771075,0.514476615,26.0,9.0,6.0,3.0,8.0,12.0,14.0,3.0,29.0,16.0,4.0,4.9,2.8,7.4,4.3,5.6,5.3,6.7,7.3,5.8,4.6,5.4,424.0,70.0,165.0,45.0,149.0,240.0,158.0,105.0,413.0,207.0,137.0,9043.0,2958.0,2185.0,1393.0,2615.0,4786.0,2110.0,1170.0,7601.0,4250.0,1895.0
2020-08-09,0.296883136,0.40018315,0.313709677,0.467306326,0.440361621,0.421024828,0.357317073,0.546866908,0.316907695,0.35012242,0.387893036,0.403327056,0.441947566,0.451253482,0.593886463,0.562992126,0.489230769,0.333333333,0.569023569,0.358605664,0.485692189,0.537946429,27.0,8.0,6.0,4.0,8.0,12.0,15.0,3.0,31.0,15.0,4.0,5.0,2.8,7.5,4.1,5.6,5.4,6.7,7.2,5.9,4.8,5.5,486.0,57.0,46.0,18.0,132.0,241.0,94.0,42.0,369.0,190.0,106.0,8805.0,2023.0,566.0,770.0,2516.0,3382.0,1441.0,820.0,6258.0,3509.0,1603.0
2020-08-10,0.300007439,0.405067155,0.318419992,0.47050462,0.447360747,0.417150907,0.357317073,0.554805195,0.340483302,0.357467646,0.385340006,0.414312618,0.426966292,0.437325905,0.650655022,0.549868766,0.500512821,0.352490421,0.595959596,0.378687803,0.492652746,0.532438479,26.0,9.0,6.0,3.0,8.0,12.0,16.0,3.0,30.0,15.0,6.0,5.1,2.6,7.9,3.9,5.8,5.5,6.6,7.4,5.9,4.9,5.7,377.0,76.0,169.0,38.0,162.0,162.0,113.0,63.0,407.0,189.0,113.0,7992.0,5586.0,1719.0,1317.0,2744.0,3236.0,1948.0,1051.0,7079.0,4253.0,2028.0
2020-08-11,0.287298162,0.401709402,0.313709996,0.456289979,0.409932413,0.411681666,0.330894309,0.546687533,0.331854802,0.340853445,0.379006175,0.415673981,0.417602996,0.435013263,0.65356623,0.539370079,0.487179487,0.360153257,0.62962963,0.371642448,0.488012374,0.489932886,26.0,9.0,6.0,3.0,8.0,13.0,17.0,3.0,28.0,15.0,6.0,5.1,2.5,8.2,3.7,5.6,5.6,6.6,7.5,5.9,4.8,6.1,272.0,145.0,105.0,50.0,127.0,219.0,97.0,54.0,345.0,145.0,173.0,6027.0,6273.0,1357.0,1310.0,2480.0,3975.0,2117.0,891.0,5587.0,3208.0,2062.0
2020-08-12,0.272794939,0.38003663,0.294483294,0.43374778,0.380811371,0.404353212,0.300813008,0.519896641,0.306382979,0.313396292,0.363502792,0.41859737,0.406367041,0.424936387,0.596797671,0.528871391,0.461538462,0.352490421,0.609427609,0.360634082,0.456303171,0.427293065,25.0,9.0,6.0,3.0,7.0,13.0,17.0,2.0,28.0,16.0,7.0,5.0,2.4,8.4,3.4,5.7,5.5,6.7,7.5,6.0,4.9,6.0,301.0,146.0,193.0,26.0,154.0,277.0,155.0,74.0,428.0,210.0,168.0,6295.0,5621.0,1945.0,1083.0,2504.0,5433.0,2201.0,915.0,6962.0,4523.0,3311.0
2020-08-13,0.262471106,0.355311355,0.291698991,0.422940341,0.357803641,0.401774623,0.286178862,0.490045942,0.282079145,0.302728227,0.354772394,0.404315197,0.395131086,0.422391858,0.541484716,0.526246719,0.435897436,0.323754789,0.582491582,0.33773668,0.43232792,0.402684564,26.0,8.0,6.0,2.0,8.0,12.0,17.0,3.0,29.0,15.0,7.0,5.0,2.1,8.5,3.4,5.8,5.7,6.8,7.1,6.0,4.9,6.1,522.0,104.0,156.0,69.0,151.0,286.0,185.0,65.0,513.0,176.0,155.0,10431.0,7180.0,1881.0,1509.0,2264.0,4960.0,2349.0,1133.0,8008.0,4058.0,2780.0
2020-08-14,0.260921514,0.351648352,0.293706294,0.419595314,0.37272456,0.406144557,0.291056911,0.479596977,0.279000272,0.310947884,0.355653451,0.394621639,0.387640449,0.422391858,0.483260553,0.543307087,0.44,0.325670498,0.521885522,0.341259357,0.443928848,0.409395973,27.0,8.0,5.0,3.0,8.0,12.0,15.0,2.0,28.0,14.0,7.0,5.0,2.2,8.9,3.4,5.8,5.6,6.8,7.3,6.0,4.8,6.2,562.0,163.0,180.0,45.0,165.0,258.0,162.0,98.0,512.0,220.0,147.0,10033.0,4422.0,1781.0,1070.0,2703.0,4229.0,2092.0,919.0,8603.0,4275.0,2443.0
2020-08-15,0.264826864,0.365995116,0.324313569,0.430244941,0.389137571,0.412715326,0.308943089,0.497218007,0.286154125,0.326687653,0.368220463,0.39931207,0.374531835,0.429708223,0.480349345,0.557742782,0.447179487,0.329501916,0.528619529,0.356392294,0.457849961,0.433035714,28.0,8.0,6.0,3.0,8.0,11.0,14.0,3.0,29.0,15.0,7.0,5.0,2.2,9.4,3.5,5.7,5.7,6.7,7.2,6.1,4.8,6.2,339.0,90.0,213.0,37.0,116.0,218.0,134.0,106.0,407.0,178.0,124.0,7876.0,4391.0,2080.0,942.0,2448.0,4088.0,1829.0,1247.0,6487.0,3342.0,1583.0
2020-08-16,0.280158552,0.393337408,0.332252836,0.443734469,0.419277828,0.439353578,0.320731707,0.520060945,0.30843068,0.340328786,0.388579795,0.419011882,0.397003745,0.408839779,0.491994178,0.581364829,0.460512821,0.365900383,0.538720539,0.372224641,0.473317865,0.456570156,27.0,7.0,6.0,3.0,8.0,12.0,14.0,3.0,28.0,15.0,7.0,5.1,2.2,9.5,3.8,5.6,5.5,7.2,7.1,6.4,5.1,6.1,603.0,103.0,124.0,65.0,99.0,157.0,190.0,58.0,582.0,305.0,76.0,9689.0,3498.0,1295.0,1545.0,2391.0,2578.0,1950.0,1101.0,7524.0,4514.0,1520.0
2020-08-17,0.300918665,0.409981629,0.349737797,0.445864395,0.43360191,0.442905345,0.327642276,0.520163349,0.32174228,0.356768101,0.396083017,0.442151345,0.436329588,0.447513812,0.534206696,0.577427822,0.463589744,0.37164751,0.548821549,0.383549784,0.471771075,0.462222222,28.0,7.0,6.0,4.0,8.0,12.0,15.0,3.0,28.0,15.0,6.0,5.1,2.2,9.4,4.1,5.7,5.7,7.5,7.4,6.4,5.2,6.0,349.0,78.0,162.0,63.0,168.0,226.0,151.0,72.0,421.0,204.0,96.0,7483.0,5955.0,1685.0,1260.0,2506.0,3331.0,1819.0,940.0,6825.0,3765.0,1937.0
2020-08-18,0.291638696,0.398159509,0.334644121,0.439119631,0.415995225,0.426744806,0.320731707,0.496171516,0.314316762,0.344001399,0.379713534,0.434333959,0.456928839,0.428571429,0.538573508,0.569553806,0.45687885,0.350574713,0.538720539,0.368306487,0.450116009,0.453333333,30.0,6.0,6.0,3.0,8.0,12.0,14.0,3.0,29.0,16.0,7.0,5.1,1.9,9.4,4.5,5.7,5.8,7.9,7.5,6.5,5.2,5.5,362.0,123.0,108.0,133.0,120.0,229.0,176.0,129.0,450.0,223.0,93.0,7229.0,10453.0,1431.0,2368.0,2140.0,4011.0,2364.0,1794.0,6485.0,4593.0,2016.0
2020-08-19,0.275232775,0.371629902,0.314814815,0.423855165,0.386153387,0.38536672,0.306910569,0.475242471,0.294304084,0.311297657,0.354367514,0.429956223,0.462546816,0.409669211,0.538573508,0.540682415,0.425488181,0.32183908,0.498316498,0.351576182,0.430007734,0.448888889,30.0,6.0,7.0,3.0,8.0,12.0,15.0,3.0,29.0,15.0,6.0,5.2,1.8,9.5,4.8,5.7,5.9,8.0,7.6,6.5,5.4,5.7,469.0,134.0,235.0,64.0,158.0,381.0,149.0,82.0,512.0,250.0,188.0,9348.0,7568.0,2278.0,1169.0,2741.0,6382.0,1931.0,926.0,8233.0,4431.0,3232.0
2020-08-20,0.255642458,0.344036697,0.30941358,0.418175364,0.37451507,0.361747469,0.287804878,0.474463739,0.274019741,0.280517664,0.342389717,0.405878674,0.434456929,0.363867684,0.528384279,0.528871391,0.410493827,0.304597701,0.518518519,0.330691325,0.411446249,0.431111111,29.0,6.0,7.0,3.0,9.0,12.0,14.0,3.0,30.0,15.0,6.0,5.3,1.9,9.6,4.8,5.5,5.9,8.2,7.7,6.7,5.5,5.6,541.0,178.0,114.0,59.0,122.0,250.0,234.0,48.0,654.0,216.0,83.0,9677.0,9444.0,1332.0,1255.0,2314.0,4760.0,2520.0,820.0,9009.0,4327.0,1629.0
2020-08-21,0.256610801,0.334961832,0.314263626,0.419240327,0.372127723,0.357130172,0.269918699,0.490844354,0.277682209,0.279118573,0.356704645,0.409005629,0.447565543,0.404580153,0.537117904,0.515748031,0.408436214,0.300766284,0.555555556,0.339903636,0.430007734,0.426666667,28.0,7.0,7.0,3.0,8.0,12.0,15.0,3.0,31.0,15.0,7.0,5.2,1.6,9.4,4.9,5.5,5.9,8.2,6.9,6.7,5.8,5.6,491.0,192.0,181.0,54.0,155.0,256.0,185.0,59.0,561.0,331.0,127.0,9908.0,13552.0,2029.0,1233.0,2652.0,3734.0,2371.0,1149.0,9237.0,4586.0,2152.0
2020-08-22,0.259590317,0.361136572,0.316745656,0.424920128,0.381080275,0.352711111,0.284146341,0.500505051,0.295182905,0.301853795,0.350820633,0.405878674,0.451310861,0.416445623,0.529839884,0.524934383,0.428571429,0.285440613,0.612794613,0.355091384,0.464810518,0.418708241,30.0,7.0,8.0,3.0,9.0,12.0,15.0,3.0,29.0,15.0,6.0,5.4,1.6,9.7,5.0,5.7,6.4,8.4,6.7,6.8,5.7,5.5,547.0,218.0,256.0,91.0,147.0,369.0,207.0,121.0,596.0,253.0,122.0,8960.0,12724.0,2056.0,1679.0,2119.0,4547.0,2399.0,1725.0,8015.0,4917.0,1802.0
2020-08-23,0.265549348,0.391503667,0.29560744,0.450479233,0.387048642,0.353955556,0.302845528,0.50075188,0.321017839,0.334557538,0.372058824,0.427767355,0.494382022,0.411140584,0.521106259,0.530183727,0.436344969,0.300766284,0.632996633,0.378728923,0.495746326,0.413870246,31.0,7.0,8.0,4.0,8.0,11.0,15.0,3.0,30.0,15.0,6.0,5.3,1.6,9.7,5.0,5.8,6.5,8.3,7.1,6.8,5.6,5.5,444.0,155.0,125.0,37.0,94.0,227.0,157.0,70.0,467.0,189.0,58.0,7967.0,6547.0,1319.0,1008.0,2162.0,3276.0,1849.0,878.0,6342.0,3319.0,1120.0
2020-08-24,0.273668529,0.432457213,0.27700831,0.477813277,0.396299612,0.3504,0.317479675,0.504247876,0.341032609,0.362539349,0.369026549,0.427767355,0.479400749,0.408488064,0.516739447,0.530183727,0.445128205,0.310344828,0.602693603,0.384715026,0.51121423,0.415730337,29.0,8.0,8.0,4.0,8.0,11.0,14.0,3.0,31.0,15.0,7.0,5.5,1.7,10.0,4.9,5.8,6.4,8.3,7.1,6.7,5.5,5.7,477.0,150.0,181.0,57.0,160.0,193.0,137.0,62.0,319.0,211.0,111.0,7758.0,8082.0,1545.0,1360.0,2458.0,2924.0,1631.0,704.0,5702.0,4087.0,1844.0
2020-08-25,0.264208566,0.424686832,0.271350932,0.474618388,0.370038794,0.363700941,0.298373984,0.486756622,0.329347826,0.346100035,0.375147232,0.428705441,0.479400749,0.399491094,0.521106259,0.50656168,0.444102564,0.325670498,0.562289562,0.368739206,0.486465584,0.378378378,28.0,8.0,9.0,3.0,8.0,11.0,16.0,4.0,31.0,15.0,6.0,5.5,1.7,10.4,5.1,5.9,6.4,8.4,7.6,6.7,5.7,5.7,373.0,134.0,149.0,108.0,150.0,226.0,186.0,122.0,543.0,257.0,117.0,7045.0,9445.0,1332.0,1570.0,2236.0,4197.0,2232.0,1184.0,7736.0,4147.0,2388.0
2020-08-26,0.251173184,0.407271616,0.282061217,0.450479233,0.3506416,0.364233706,0.280081301,0.473290065,0.305797101,0.317943337,0.353511607,0.405878674,0.445692884,0.402035623,0.522561863,0.48687664,0.438974359,0.289272031,0.525252525,0.342400691,0.460170147,0.364864865,30.0,9.0,8.0,4.0,9.0,11.0,15.0,4.0,32.0,15.0,7.0,5.6,1.6,10.4,5.1,6.1,6.4,8.3,6.9,6.9,5.9,5.6,323.0,216.0,59.0,53.0,140.0,193.0,98.0,37.0,428.0,185.0,79.0,5935.0,15760.0,658.0,897.0,1865.0,3455.0,1454.0,1097.0,5387.0,2592.0,1432.0
2020-08-27,0.232402235,0.378403181,0.286101432,0.425275115,0.33213966,0.380749423,0.268699187,0.459850374,0.28423913,0.296782092,0.350452291,0.392120075,0.449438202,0.37084399,0.522561863,0.489501312,0.432820513,0.27394636,0.545454545,0.327720207,0.440061872,0.355855856,30.0,9.0,10.0,3.0,9.0,11.0,14.0,4.0,32.0,16.0,8.0,5.6,1.7,10.5,5.0,6.4,6.6,8.5,7.2,6.8,5.9,5.5,479.0,246.0,179.0,34.0,147.0,282.0,231.0,80.0,462.0,175.0,82.0,8410.0,12533.0,1846.0,892.0,2102.0,4322.0,2199.0,909.0,6949.0,3582.0,1814.0
2020-08-28,0.231359404,0.376722818,0.299496319,0.429889954,0.344673232,0.38330373,0.262195122,0.465371201,0.271105072,0.308149703,0.362739408,0.37742339,0.426966292,0.406649616,0.506550218,0.503937008,0.427104723,0.256704981,0.555555556,0.329879102,0.447022428,0.367117117,31.0,7.0,9.0,4.0,9.0,10.0,15.0,5.0,32.0,15.0,7.0,5.6,1.7,10.4,5.4,6.2,6.7,8.8,7.4,6.9,5.6,5.3,394.0,142.0,160.0,87.0,122.0,361.0,210.0,79.0,456.0,222.0,113.0,8267.0,8808.0,1869.0,1320.0,2487.0,4712.0,2184.0,1208.0,7224.0,3981.0,2480.0
2020-08-29,0.242011173,0.385771236,0.298913043,0.446929357,0.363772008,0.405400604,0.27398374,0.475074776,0.270380435,0.331059811,0.376122863,0.384615385,0.441947566,0.40874036,0.500727802,0.502624672,0.432682425,0.266283525,0.579124579,0.343696028,0.461716937,0.367117117,29.0,8.0,9.0,3.0,9.0,11.0,16.0,5.0,33.0,15.0,7.0,5.6,1.9,9.6,5.5,6.1,6.8,8.8,6.9,6.7,5.9,5.1,526.0,259.0,141.0,71.0,163.0,426.0,148.0,110.0,612.0,218.0,63.0,8880.0,5737.0,1812.0,1053.0,2575.0,5171.0,1682.0,2084.0,9727.0,3155.0,1131.0
2020-08-30,0.262495345,0.40907697,0.3003108,0.461483848,0.394509102,0.431414357,0.285772358,0.490274314,0.286956522,0.360440714,0.384346814,0.386804253,0.475655431,0.401534527,0.471615721,0.488188976,0.439300412,0.279693487,0.572390572,0.358376511,0.484145398,0.360986547,30.0,8.0,10.0,3.0,10.0,11.0,16.0,5.0,30.0,14.0,7.0,5.7,1.7,9.6,5.8,6.5,7.1,8.8,6.9,6.6,5.9,5.0,492.0,199.0,109.0,62.0,103.0,406.0,184.0,77.0,358.0,172.0,68.0,7882.0,17695.0,1159.0,1000.0,1535.0,4548.0,2208.0,1024.0,5327.0,3028.0,1660.0
